estimator,est_error,shd,cpshd,f1score,sparsity,dag_rate,n,p,m,ne,s,graph_type,id
Fixed DAG,0.4834948170642447,1.0,1.0,0.8999999999999992,10.0,1.0,3162,20,2,10,1,erdos-renyi,4
Sorted DAG (fixed),0.5727190385868491,1.4639468690702087,1.9826059456040481,0.8757245075619227,9.864326375711576,1.0,3162,20,2,10,1,erdos-renyi,4
Sorted DAG (truth),0.37026512536435013,0.2915876027830487,0.32321315623023406,0.9858547834737482,10.067046173308032,1.0,3162,20,2,10,1,erdos-renyi,4
Clustered DAG,0.7908617949335258,8.48292220113852,9.819418089816573,0.4461758797398935,9.356736242884251,1.0,3162,20,2,10,1,erdos-renyi,4
Contextual DAG,0.33573359859118235,0.5204,0.0007,0.9479931578947363,9.9993,1.0,10000,20,2,10,1,erdos-renyi,4
Fixed DAG,0.44561911208200833,0.0,0.0,1.0,10.0,1.0,10000,20,2,10,1,erdos-renyi,4
Sorted DAG (fixed),0.3467637706443614,0.0,0.0,1.0,10.0,1.0,10000,20,2,10,1,erdos-renyi,4
Sorted DAG (truth),0.2632366087394118,0.0,0.0,1.0,10.0,1.0,10000,20,2,10,1,erdos-renyi,4
Clustered DAG,0.7019655993795751,7.8023,8.1169,0.5498173715018774,9.3091,1.0,10000,20,2,10,1,erdos-renyi,4
Contextual DAG,1.0274381259527072,17.39,17.66,0.11937183331607351,11.12,1.0,100,20,5,10,1,erdos-renyi,4
Fixed DAG,0.8311093061389481,7.0,6.0,0.4444444444444444,8.0,1.0,100,20,5,10,1,erdos-renyi,4
Sorted DAG (fixed),1.0149604616190229,17.38,17.78,0.15385166164850403,12.82,1.0,100,20,5,10,1,erdos-renyi,4
Sorted DAG (truth),0.9187697604100399,16.07,17.99,0.2893669518748275,13.03,1.0,100,20,5,10,1,erdos-renyi,4
Clustered DAG,0.8311093061389481,7.0,6.0,0.4444444444444444,8.0,1.0,100,20,5,10,1,erdos-renyi,4
Contextual DAG,0.9532544978025955,15.08860759493671,15.829113924050633,0.2423636394680358,12.009493670886076,1.0,316,20,5,10,1,erdos-renyi,4
Fixed DAG,0.5728745083025977,3.0,4.0,0.8000000000000006,10.0,1.0,316,20,5,10,1,erdos-renyi,4
Sorted DAG (fixed),0.9000543756692557,12.89240506329114,14.14240506329114,0.3218504822674416,10.867088607594937,1.0,316,20,5,10,1,erdos-renyi,4
Sorted DAG (truth),0.827137194400759,10.072784810126583,11.151898734177216,0.46071263547623564,9.680379746835444,1.0,316,20,5,10,1,erdos-renyi,4
Clustered DAG,0.8343595510687287,11.718354430379748,11.990506329113924,0.3756278345630541,10.373417721518987,1.0,316,20,5,10,1,erdos-renyi,4
Contextual DAG,0.8937527206899043,8.239,8.306,0.3554594106695628,8.478,1.0,1000,20,5,10,1,erdos-renyi,4
Fixed DAG,0.42698899529228057,0.0,0.0,1.0,10.0,1.0,1000,20,5,10,1,erdos-renyi,4
Sorted DAG (fixed),0.676619494416449,3.82,4.864,0.7636057672590109,8.582,1.0,1000,20,5,10,1,erdos-renyi,4
Sorted DAG (truth),0.6537043295664293,4.121,5.139,0.7510182283062194,8.575,1.0,1000,20,5,10,1,erdos-renyi,4
Clustered DAG,0.7171107785733378,6.413,7.232,0.5833305813553493,7.914,1.0,1000,20,5,10,1,erdos-renyi,4
Contextual DAG,0.7510333463832686,4.87033523086654,5.7798861480075905,0.5557387092281142,9.836812144212523,1.0,3162,20,5,10,1,erdos-renyi,4
Fixed DAG,0.4998773286528154,0.0,0.0,1.0,10.0,1.0,3162,20,5,10,1,erdos-renyi,4
Sorted DAG (fixed),0.45100888595976174,0.8994307400379506,1.2432005060088551,0.9484236543144291,9.901328273244781,1.0,3162,20,5,10,1,erdos-renyi,4
Sorted DAG (truth),0.4505332018384006,1.2207463630613535,1.6555977229601517,0.9343576224579455,10.13472485768501,1.0,3162,20,5,10,1,erdos-renyi,4
Clustered DAG,0.7510038853868458,7.924098671726755,9.280518659076535,0.4883288716619325,9.234029095509172,1.0,3162,20,5,10,1,erdos-renyi,4
Contextual DAG,0.46005386490252165,1.3487,1.4192,0.879499707968158,10.1331,1.0,10000,20,5,10,1,erdos-renyi,4
Fixed DAG,0.4822680803062481,0.0,0.0,1.0,10.0,1.0,10000,20,5,10,1,erdos-renyi,4
Sorted DAG (fixed),0.4944468653374577,0.4102,0.4683,0.9745388538657759,9.8518,1.0,10000,20,5,10,1,erdos-renyi,4
Sorted DAG (truth),0.533269976105977,0.6153,0.7424,0.9666381350056897,10.0217,1.0,10000,20,5,10,1,erdos-renyi,4
Clustered DAG,0.7170069077939034,7.7555,8.2952,0.5322648066953015,9.7318,1.0,10000,20,5,10,1,erdos-renyi,4
Contextual DAG,1.1141345427033293,19.0,19.09,0.06918701212392729,11.87,1.0,100,20,2,10,1,erdos-renyi,5
Fixed DAG,0.6480410818302624,5.0,5.0,0.7058823529411765,7.0,1.0,100,20,2,10,1,erdos-renyi,5
Sorted DAG (fixed),0.9997338031126554,15.32,15.98,0.14283929948639673,8.32,1.0,100,20,2,10,1,erdos-renyi,5
Sorted DAG (truth),0.9729319510369964,14.35,15.09,0.15515562174489084,7.51,1.0,100,20,2,10,1,erdos-renyi,5
Clustered DAG,0.6480410818302624,5.0,5.0,0.7058823529411765,7.0,1.0,100,20,2,10,1,erdos-renyi,5
Contextual DAG,0.8386707251646753,9.85759493670886,10.841772151898734,0.3811147373471818,8.14873417721519,1.0,316,20,2,10,1,erdos-renyi,5
Fixed DAG,0.4629654177100238,1.0,2.0,0.8999999999999994,10.0,1.0,316,20,2,10,1,erdos-renyi,5
Sorted DAG (fixed),0.707348874090376,9.718354430379748,11.5,0.5195044485482819,11.335443037974683,1.0,316,20,2,10,1,erdos-renyi,5
Sorted DAG (truth),0.7011887770983591,7.9335443037974684,9.379746835443038,0.5711267826427833,9.686708860759493,1.0,316,20,2,10,1,erdos-renyi,5
Clustered DAG,0.7709277321209029,9.674050632911392,10.94620253164557,0.4559975889089817,10.05379746835443,1.0,316,20,2,10,1,erdos-renyi,5
Contextual DAG,0.8489397719410625,6.286,7.158,0.49185569376478816,9.083,1.0,1000,20,2,10,1,erdos-renyi,5
Fixed DAG,0.49316836998575375,0.0,0.0,1.0,10.0,1.0,1000,20,2,10,1,erdos-renyi,5
Sorted DAG (fixed),0.6339654604546696,3.675,4.173,0.754423411866791,8.645,1.0,1000,20,2,10,1,erdos-renyi,5
Sorted DAG (truth),0.5680295384278179,4.074,4.601,0.7577476136474395,10.248,1.0,1000,20,2,10,1,erdos-renyi,5
Clustered DAG,0.7148609945847709,6.677,7.345,0.560551583504215,9.59,1.0,1000,20,2,10,1,erdos-renyi,5
Contextual DAG,0.5283166686403299,2.6328273244781784,2.644528779253637,0.8050982791421354,10.07685009487666,1.0,3162,20,2,10,1,erdos-renyi,5
Fixed DAG,0.4952881838542257,0.0,0.0,1.0,10.0,1.0,3162,20,2,10,1,erdos-renyi,5
Sorted DAG (fixed),0.5382801608373187,0.36907020872865276,0.5512333965844403,0.9830020475195514,10.203984819734345,1.0,3162,20,2,10,1,erdos-renyi,5
Sorted DAG (truth),0.5373646962653276,0.5664136622390892,0.9082858950031626,0.9751577363960248,10.469006957621758,1.0,3162,20,2,10,1,erdos-renyi,5
Clustered DAG,0.7292505443626589,8.114800759013283,9.46774193548387,0.5098435021669345,10.037950664136622,1.0,3162,20,2,10,1,erdos-renyi,5
Contextual DAG,0.2389356274348504,0.4412,0.0881,0.9561012531328317,9.9994,1.0,10000,20,2,10,1,erdos-renyi,5
Fixed DAG,0.5020352527633956,0.0,0.0,1.0,10.0,1.0,10000,20,2,10,1,erdos-renyi,5
Sorted DAG (fixed),0.18825272674203233,0.0,0.0,1.0,10.0,1.0,10000,20,2,10,1,erdos-renyi,5
Sorted DAG (truth),0.3883096052581704,0.0,0.0,1.0,10.0,1.0,10000,20,2,10,1,erdos-renyi,5
Clustered DAG,0.7660244164707333,8.2621,7.9047,0.47126564939902243,9.5714,1.0,10000,20,2,10,1,erdos-renyi,5
Contextual DAG,1.035024784778323,19.47,20.21,0.10318047863438905,13.06,1.0,100,20,5,10,1,erdos-renyi,5
Fixed DAG,0.800489191310853,8.0,10.0,0.4444444444444444,8.0,1.0,100,20,5,10,1,erdos-renyi,5
Sorted DAG (fixed),1.0306907916013432,22.26,23.03,0.11295839587046654,16.41,1.0,100,20,5,10,1,erdos-renyi,5
Sorted DAG (truth),0.9530719069724664,17.5,19.16,0.2076726970906801,12.5,1.0,100,20,5,10,1,erdos-renyi,5
Clustered DAG,0.800489191310853,8.0,10.0,0.4444444444444444,8.0,1.0,100,20,5,10,1,erdos-renyi,5
Contextual DAG,1.021613314436037,13.939873417721518,13.104430379746836,0.0795811015938989,7.674050632911392,1.0,316,20,5,10,1,erdos-renyi,5
Fixed DAG,0.4886699307655746,3.0,7.0,0.8000000000000006,10.0,1.0,316,20,5,10,1,erdos-renyi,5
Sorted DAG (fixed),0.8733000003948986,10.10759493670886,11.018987341772151,0.346903956765147,6.341772151898734,1.0,316,20,5,10,1,erdos-renyi,5
Sorted DAG (truth),0.8769820376097577,11.949367088607595,13.14873417721519,0.3773739922688632,9.968354430379748,1.0,316,20,5,10,1,erdos-renyi,5
Clustered DAG,0.8458338271534104,10.237341772151899,10.768987341772151,0.35536157713039784,8.75,1.0,316,20,5,10,1,erdos-renyi,5
Contextual DAG,0.8185807850990352,8.409,10.015,0.45118230851383134,10.665,1.0,1000,20,5,10,1,erdos-renyi,5
Fixed DAG,0.4769364901663965,1.0,0.0,0.8999999999999989,10.0,1.0,1000,20,5,10,1,erdos-renyi,5
Sorted DAG (fixed),0.6388660061086587,5.244,5.521,0.7051822522683193,10.727,1.0,1000,20,5,10,1,erdos-renyi,5
Sorted DAG (truth),0.6250081810975923,4.45,5.837,0.7640261472439627,9.92,1.0,1000,20,5,10,1,erdos-renyi,5
Clustered DAG,0.7186026882945289,7.147,7.52,0.5432505675954592,8.444,1.0,1000,20,5,10,1,erdos-renyi,5
Contextual DAG,0.7758484268963749,5.734661606578115,5.148323845667299,0.5249805345877679,10.006008855154965,1.0,3162,20,5,10,1,erdos-renyi,5
Fixed DAG,0.5365276410263041,0.0,0.0,1.0,10.0,1.0,3162,20,5,10,1,erdos-renyi,5
Sorted DAG (fixed),0.471392478832546,0.9516129032258065,1.1192283364958886,0.9428222271176725,9.668247944339026,1.0,3162,20,5,10,1,erdos-renyi,5
Sorted DAG (truth),0.4657032059094845,1.2596457938013916,1.594560404807084,0.9345140268994745,10.273561037318153,1.0,3162,20,5,10,1,erdos-renyi,5
Clustered DAG,0.7718158003476758,8.111321948134092,8.4146110056926,0.47009211692145936,9.198924731182796,1.0,3162,20,5,10,1,erdos-renyi,5
Contextual DAG,0.6696665146014581,2.6585,2.1187,0.7675000885784683,9.8753,1.0,10000,20,5,10,1,erdos-renyi,5
Fixed DAG,0.5588245159539337,1.0,0.0,0.8999999999999987,10.0,1.0,10000,20,5,10,1,erdos-renyi,5
Sorted DAG (fixed),0.555471557415518,1.3539,0.4747,0.88126380114082,10.0146,1.0,10000,20,5,10,1,erdos-renyi,5
Sorted DAG (truth),0.5141140887161956,0.4271,0.5847,0.9737151131817136,9.8711,1.0,10000,20,5,10,1,erdos-renyi,5
Clustered DAG,0.7649816087871065,8.0975,8.4017,0.491822853440662,9.7686,1.0,10000,20,5,10,1,erdos-renyi,5
Contextual DAG,1.0692381431599225,16.99,17.3,0.05270988289689091,9.04,1.0,100,20,2,10,1,erdos-renyi,6
Fixed DAG,0.9226118382053571,10.0,9.0,0.23529411764705885,7.0,1.0,100,20,2,10,1,erdos-renyi,6
Sorted DAG (fixed),1.0149912798550158,16.69,16.98,0.10735815930335574,9.78,1.0,100,20,2,10,1,erdos-renyi,6
Sorted DAG (truth),0.8992651952700811,13.79,15.02,0.278215180986587,9.81,1.0,100,20,2,10,1,erdos-renyi,6
Clustered DAG,0.9226118382053571,10.0,9.0,0.23529411764705885,7.0,1.0,100,20,2,10,1,erdos-renyi,6
Contextual DAG,0.9012989997766763,10.215189873417721,10.199367088607595,0.284721620581486,6.901898734177215,1.0,316,20,2,10,1,erdos-renyi,6
Fixed DAG,0.5276209007516869,2.0,1.0,0.8000000000000006,10.0,1.0,316,20,2,10,1,erdos-renyi,6
Sorted DAG (fixed),0.9108998523008125,11.332278481012658,11.996835443037975,0.2965754605906823,7.4145569620253164,1.0,316,20,2,10,1,erdos-renyi,6
Sorted DAG (truth),0.8811810735929814,10.731012658227849,12.050632911392405,0.37690121572261565,7.8575949367088604,1.0,316,20,2,10,1,erdos-renyi,6
Clustered DAG,0.7812226102788278,8.905063291139241,8.474683544303797,0.4334913978916017,9.772151898734178,1.0,316,20,2,10,1,erdos-renyi,6
Contextual DAG,0.8809461898884046,7.629,7.83,0.39885035432618987,10.241,1.0,1000,20,2,10,1,erdos-renyi,6
Fixed DAG,0.5959808450815727,2.0,0.0,0.7999999999999989,10.0,1.0,1000,20,2,10,1,erdos-renyi,6
Sorted DAG (fixed),0.6351199420074818,5.572,5.07,0.6491240084660352,10.892,1.0,1000,20,2,10,1,erdos-renyi,6
Sorted DAG (truth),0.5075114951965093,2.563,3.101,0.8187051085078914,9.371,1.0,1000,20,2,10,1,erdos-renyi,6
Clustered DAG,0.7985645859561992,8.093,7.826,0.4254460661457565,9.096,1.0,1000,20,2,10,1,erdos-renyi,6
Contextual DAG,0.6627345935172863,2.7590132827324476,1.9636306135357369,0.7596421142281777,9.872232764073372,1.0,3162,20,2,10,1,erdos-renyi,6
Fixed DAG,0.5120180395755337,0.0,0.0,1.0,10.0,1.0,3162,20,2,10,1,erdos-renyi,6
Sorted DAG (fixed),0.5480144608858606,0.4358001265022138,0.4471853257432005,0.9786313411862265,10.05629348513599,1.0,3162,20,2,10,1,erdos-renyi,6
Sorted DAG (truth),0.44794642565497883,0.6676154332700822,0.7144212523719166,0.9692804939643886,10.305819101834283,1.0,3162,20,2,10,1,erdos-renyi,6
Clustered DAG,0.7650924164597784,8.543010752688172,8.679633143580013,0.4590091353369042,9.533206831119545,1.0,3162,20,2,10,1,erdos-renyi,6
Contextual DAG,0.4673583369421826,1.9843,2.4562,0.8016659261790837,10.0006,1.0,10000,20,2,10,1,erdos-renyi,6
Fixed DAG,0.5317921735535518,1.0,0.0,0.8999999999999987,10.0,1.0,10000,20,2,10,1,erdos-renyi,6
Sorted DAG (fixed),0.4152626749920839,1.0,0.0,0.8999999999999987,10.0,1.0,10000,20,2,10,1,erdos-renyi,6
Sorted DAG (truth),0.24485175296161585,0.0,0.0,1.0,10.0,1.0,10000,20,2,10,1,erdos-renyi,6
Clustered DAG,0.7571416750386702,7.7397,8.4559,0.49727084393344057,9.1787,1.0,10000,20,2,10,1,erdos-renyi,6
Contextual DAG,1.0221060383930518,19.93,20.57,0.12415132751796444,14.83,1.0,100,20,5,10,1,erdos-renyi,6
Fixed DAG,0.608055294690637,6.0,7.0,0.7,10.0,1.0,100,20,5,10,1,erdos-renyi,6
Sorted DAG (fixed),1.031002906532716,17.2,17.56,0.11037558287129842,9.66,1.0,100,20,5,10,1,erdos-renyi,6
Sorted DAG (truth),0.9507875233883978,18.97,19.78,0.25394793703012647,15.89,1.0,100,20,5,10,1,erdos-renyi,6
Clustered DAG,0.608055294690637,6.0,7.0,0.7,10.0,1.0,100,20,5,10,1,erdos-renyi,6
Contextual DAG,0.9877426001188154,12.139240506329115,11.984177215189874,0.153602078669509,8.069620253164556,1.0,316,20,5,10,1,erdos-renyi,6
Fixed DAG,0.4656311029474379,1.0,0.0,0.8999999999999994,10.0,1.0,316,20,5,10,1,erdos-renyi,6
Sorted DAG (fixed),0.8419673103903227,9.958860759493671,11.180379746835444,0.4083294565834073,8.329113924050633,1.0,316,20,5,10,1,erdos-renyi,6
Sorted DAG (truth),0.7932438621987431,7.753164556962025,8.987341772151899,0.5177852473894676,7.537974683544304,1.0,316,20,5,10,1,erdos-renyi,6
Clustered DAG,0.782783621800903,6.841772151898734,7.506329113924051,0.519421692727724,6.575949367088608,1.0,316,20,5,10,1,erdos-renyi,6
Contextual DAG,0.9074124338622147,9.013,8.94,0.31160007020427466,9.481,1.0,1000,20,5,10,1,erdos-renyi,6
Fixed DAG,0.310931037126735,0.0,0.0,1.0,10.0,1.0,1000,20,5,10,1,erdos-renyi,6
Sorted DAG (fixed),0.5124845965663563,3.767,4.4,0.8202655898000236,11.291,1.0,1000,20,5,10,1,erdos-renyi,6
Sorted DAG (truth),0.6599038160978642,4.649,5.585,0.7303466683529775,8.973,1.0,1000,20,5,10,1,erdos-renyi,6
Clustered DAG,0.6682960425839778,6.818,8.112,0.6018357953707799,9.589,1.0,1000,20,5,10,1,erdos-renyi,6
Contextual DAG,0.8493189975288564,6.259013282732448,4.604364326375712,0.4615928735330657,10.256799493991144,1.0,3162,20,5,10,1,erdos-renyi,6
Fixed DAG,0.4404850978172603,1.0,0.0,0.8999999999999992,10.0,1.0,3162,20,5,10,1,erdos-renyi,6
Sorted DAG (fixed),0.5276595135502995,1.9943074003795067,1.3880455407969639,0.8434502665969341,9.657495256166984,1.0,3162,20,5,10,1,erdos-renyi,6
Sorted DAG (truth),0.46536863461993666,1.0961416824794434,1.5654648956356736,0.9358633343582107,9.76786843769766,1.0,3162,20,5,10,1,erdos-renyi,6
Clustered DAG,0.8218846458790561,8.912397216951296,8.93168880455408,0.40565776447816165,9.464895635673624,1.0,3162,20,5,10,1,erdos-renyi,6
Contextual DAG,0.6342070956697305,2.3344,2.5691,0.7838666962906151,9.9355,1.0,10000,20,5,10,1,erdos-renyi,6
Fixed DAG,0.49054831963407275,0.0,0.0,1.0,10.0,1.0,10000,20,5,10,1,erdos-renyi,6
Sorted DAG (fixed),0.36582307303305495,0.2022,0.2422,0.9898211535294953,10.099,1.0,10000,20,5,10,1,erdos-renyi,6
Sorted DAG (truth),0.5405519670779674,0.6482,0.8577,0.9658584748864593,10.0476,1.0,10000,20,5,10,1,erdos-renyi,6
Clustered DAG,0.7460547551492733,7.7462,8.7672,0.5066333182937897,9.2507,1.0,10000,20,5,10,1,erdos-renyi,6
Contextual DAG,1.013743717868543,14.88,15.01,0.04817848110191335,7.1,1.0,100,20,2,10,1,erdos-renyi,7
Fixed DAG,0.7198497569746097,8.0,8.0,0.4444444444444444,8.0,1.0,100,20,2,10,1,erdos-renyi,7
Sorted DAG (fixed),0.9962151337208992,15.26,15.69,0.11950917795577039,8.63,1.0,100,20,2,10,1,erdos-renyi,7
Sorted DAG (truth),0.9005161941198979,15.14,16.07,0.27529735270425887,11.84,1.0,100,20,2,10,1,erdos-renyi,7
Clustered DAG,0.7198497569746097,8.0,8.0,0.4444444444444444,8.0,1.0,100,20,2,10,1,erdos-renyi,7
Contextual DAG,1.013633187036921,13.962025316455696,14.10759493670886,0.17879910161037155,9.990506329113924,1.0,316,20,2,10,1,erdos-renyi,7
Fixed DAG,0.4315026020985518,1.0,0.0,0.8999999999999994,10.0,1.0,316,20,2,10,1,erdos-renyi,7
Sorted DAG (fixed),0.7758385533805512,12.14873417721519,13.537974683544304,0.4239197844640104,13.212025316455696,1.0,316,20,2,10,1,erdos-renyi,7
Sorted DAG (truth),0.7742069368199997,10.591772151898734,12.325949367088608,0.4328501783903646,10.123417721518987,1.0,316,20,2,10,1,erdos-renyi,7
Clustered DAG,0.78057206872991,9.354430379746836,9.60759493670886,0.4492663965913682,10.35759493670886,1.0,316,20,2,10,1,erdos-renyi,7
Contextual DAG,0.898952131324636,9.134,8.803,0.3286840492043951,10.161,1.0,1000,20,2,10,1,erdos-renyi,7
Fixed DAG,0.47635498006655413,1.0,0.0,0.8999999999999989,10.0,1.0,1000,20,2,10,1,erdos-renyi,7
Sorted DAG (fixed),0.5780693632462097,4.542,4.53,0.729535035040845,10.837,1.0,1000,20,2,10,1,erdos-renyi,7
Sorted DAG (truth),0.5161584385785551,3.953,4.99,0.7996173425184826,11.113,1.0,1000,20,2,10,1,erdos-renyi,7
Clustered DAG,0.6918271196820761,7.419,8.446,0.5413647072226017,9.565,1.0,1000,20,2,10,1,erdos-renyi,7
Contextual DAG,0.6458907277543101,3.551865907653384,2.0300442757748263,0.667018865041672,9.909867172675522,1.0,3162,20,2,10,1,erdos-renyi,7
Fixed DAG,0.49136756550484306,1.0,0.0,0.8999999999999992,10.0,1.0,3162,20,2,10,1,erdos-renyi,7
Sorted DAG (fixed),0.4472037418211796,1.3289057558507273,0.40417457305502846,0.8844591938044789,10.041745730550284,1.0,3162,20,2,10,1,erdos-renyi,7
Sorted DAG (truth),0.39554675376723947,0.24794433902593296,0.33934218848829856,0.9873898651622393,9.90765338393422,1.0,3162,20,2,10,1,erdos-renyi,7
Clustered DAG,0.7428028622258365,7.78842504743833,8.261859582542694,0.5046825935245798,9.40765338393422,1.0,3162,20,2,10,1,erdos-renyi,7
Contextual DAG,0.3437004804755618,0.0272,0.0521,0.9973914536340851,9.9987,1.0,10000,20,2,10,1,erdos-renyi,7
Fixed DAG,0.43557794648380666,0.0,0.0,1.0,10.0,1.0,10000,20,2,10,1,erdos-renyi,7
Sorted DAG (fixed),0.3321705863294898,0.0,0.0,1.0,10.0,1.0,10000,20,2,10,1,erdos-renyi,7
Sorted DAG (truth),0.407165068033595,0.0009,0.0009,0.9999571428571428,10.0009,1.0,10000,20,2,10,1,erdos-renyi,7
Clustered DAG,0.7572643785214431,7.9507,8.6894,0.49574779377007144,9.4572,1.0,10000,20,2,10,1,erdos-renyi,7
Contextual DAG,1.0390174496331173,19.9,20.12,0.036935054718361414,11.39,1.0,100,20,5,10,1,erdos-renyi,7
Fixed DAG,0.832317494768676,7.0,6.0,0.4705882352941177,7.0,1.0,100,20,5,10,1,erdos-renyi,7
Sorted DAG (fixed),1.086350702736735,21.01,21.24,0.04634715139809737,12.5,1.0,100,20,5,10,1,erdos-renyi,7
Sorted DAG (truth),1.0090453322254138,19.88,20.67,0.11758776516917033,12.94,1.0,100,20,5,10,1,erdos-renyi,7
Clustered DAG,0.832317494768676,7.0,6.0,0.4705882352941177,7.0,1.0,100,20,5,10,1,erdos-renyi,7
Contextual DAG,0.9477920005513446,12.05379746835443,12.718354430379748,0.2367494941999404,8.08860759493671,1.0,316,20,5,10,1,erdos-renyi,7
Fixed DAG,0.5887195705002843,3.0,3.0,0.7368421052631574,9.0,1.0,316,20,5,10,1,erdos-renyi,7
Sorted DAG (fixed),0.9123978708264757,11.44620253164557,12.825949367088608,0.3049618123884359,8.120253164556962,1.0,316,20,5,10,1,erdos-renyi,7
